path,action,bucket,notes
apps/mcp-sequential-thinking/base/.argocd-allow-concurrency,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-sequential-thinking/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-sequential-thinking/base/service.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-sequential-thinking/overlays/erauner-home/toolhive/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-sequential-thinking/overlays/erauner-home/toolhive/mcpserver-sequential-thinking.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-software-planning/README.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-software-planning/base/.argocd-allow-concurrency,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-software-planning/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-software-planning/base/persistentvolumeclaim.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-software-planning/base/service.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-software-planning/overlays/erauner-home/toolhive/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-software-planning/overlays/erauner-home/toolhive/mcpserver-software-planning.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/Dockerfile,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/README.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/base/.argocd-allow-concurrency,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/base/deployment.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/base/service.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/overlays/erauner-home/toolhive/externalsecret-1password.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/overlays/erauner-home/toolhive/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/overlays/erauner-home/toolhive/mcpserver-todoist.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mcp-todoist/overlays/erauner-home/toolhive/todoist-oidc-config.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/README.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/.argocd-allow-concurrency,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/backup-jobs/booklore-backup-cronjob.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/backup-jobs/booklore-mariadb-service.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/backup-jobs/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-audiobooks-pv.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-audiobooks.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-audiobookshelf-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-bazarr-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-booklore-data-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-booklore-data.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-booklore-mariadb-iscsi.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-books-pv.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-books.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-downloads-pv.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-downloads.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-educational-pv.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-educational.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-filebrowser-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-games-pv.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-games.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-lazylibrarian-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-lidarr-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-movies-pv.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-movies.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-music-pv.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-music.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-notifiarr-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-plex-config-iscsi.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-prowlarr-config-iscsi.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-qbit-manage-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-qbittorrent-config-iscsi.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-radarr-config-iscsi.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-recyclarr-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-romm-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-romm-mariadb-iscsi.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-seerr-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-sonarr-config-iscsi.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-tautulli-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-tvshows-pv.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-tvshows.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/pvcs/media-wizarr-config-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/tautulli-servicemonitor.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/values.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/audiobookshelf-config.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/booklore-data.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/booklore-mariadb.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/filebrowser-config.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/lazylibrarian-config.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/notifiarr-config.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/romm-config.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/romm-mariadb.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/base/volsync/wizarr-config.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/fresh-setup-guide.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/lazylibrarian-setup.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/manual-downloads.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/plex-network.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/00-overview.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/01-migration-backup-restore.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/02-post-migration-settings.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/03-fresh-setup-references.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/04-plex.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/05-sonarr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/06-radarr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/07-lidarr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/08-bazarr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/09-prowlarr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/10-jackett-legacy.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/11-seerr-overseerr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/12-qbittorrent.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/13-mullvad-vpn.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/14-recyclarr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/15-tautulli.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/16-plex-notifications.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/17-unpackerr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/18-wizarr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/19-audiobookshelf.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/20-audiobookrequest.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/21-notifiarr.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/22-verification-checklist.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/23-cleanup.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/docs/setup-guide/24-troubleshooting.md,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/book-downloader-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/booklore-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/filebrowser-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/httproutes/audiobookshelf.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/bazarr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/book-downloader.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/booklore.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/filebrowser.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/lazylibrarian.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/lidarr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/notifiarr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/overseerr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/plex.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/prowlarr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/qbit-manage.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/qbittorrent.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/radarr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/romm.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/sonarr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/tautulli.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/httproutes/wizarr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/lazylibrarian-scripts-configmap.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/media-mam-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/notifiarr-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/plex-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/qbit-manage-configmap.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/qbit-manage-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/qbit-manage-secret.sops.yaml.template,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/qbittorrent-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/qbittorrent-vpn-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/recyclarr-configmap.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/recyclarr-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/recyclarr-secret.sops.yaml.template,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/romm-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/secret-generator.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/tautulli-exporter-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/tautulli-exporter-secret.sops.yaml.template,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/overlays/erauner-home/production/unpackerr-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/media-stack/overlays/erauner-home/production/values.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/scripts/gpu-monitor.sh,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/media-stack/scripts/validate-gpu-operator.sh,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/base/.argocd-allow-concurrency,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/base/values.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/overlays/erauner-home/common/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/overlays/erauner-home/production-argocd/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/overlays/erauner-home/production-argocd/secret-generator.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/overlays/erauner-home/production/certificate.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/overlays/erauner-home/production/httproute.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/overlays/erauner-home/production/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/overlays/erauner-home/production/mergeable-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/mergeable/overlays/erauner-home/production/secret-generator.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mergeable/stack/erauner-home/production/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mkdocs/base/git-ssh-secret.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mkdocs/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mkdocs/base/values.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mkdocs/overlays/erauner-home/production/httproute.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mkdocs/overlays/erauner-home/production/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/mkdocs/overlays/erauner-home/production/pdb.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/base/.argocd-allow-concurrency,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/base/pvc-data-nfs.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/base/values.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/overlays/erauner-home/common/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/overlays/erauner-home/production/certificate.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/overlays/erauner-home/production/httproute.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/overlays/erauner-home/production/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/overlays/erauner-home/production/n8n-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/n8n/overlays/erauner-home/production/secret-generator.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/n8n/stack/erauner-home/production/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/base/configmap.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/base/deployment.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/base/httproute.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/base/pvc.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/base/service.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/base/serviceaccount.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/overlays/erauner-home/production/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/overlays/erauner-home/production/secret-generator.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/overlays/erauner-home/production/secret.sops.example.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/neutral-ops/overlays/erauner-home/production/secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
apps/nexus/base/.argocd-allow-concurrency,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/base/pdb.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/base/values.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/db/base/cnpg-cluster.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/db/base/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/db/overlays/erauner-home/production/kustomization.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/overlays/erauner-home/production/certificate.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/overlays/erauner-home/production/docker-routes/docker-ecr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
apps/nexus/overlays/erauner-home/production/docker-routes/docker-ghcr.yaml,EXCLUDE_APP_SPECIFIC,apps,app-specific workload not part of minimal cousin baseline
